,conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,revenue_yoy
120,13272,2025-08-21,2025-08-11,10,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
121,13878278,2025-08-21,2025-07-25,27,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
122,346403540,2025-08-21,2025-07-31,21,,MATCHED_STRONG,False,OK,,262023000000.0,5018000000.0,18.41,3944000000.0,0.123,0.099,0.019,30768000000.0,2.766,151651000000.0,40214000000.0,CI,0.20227126732128098
123,11520,2025-08-22,2025-07-29,24,,MATCHED_NAME_VERIFIED,False,OK,,17183000000.0,3603000000.0,13.44,3587000000.0,0.454,0.488,0.21,19737000000.0,3.183,38542000000.0,9169000000.0,RCL,0.12088346204064848
124,13272,2025-08-22,2025-08-11,11,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
125,13878278,2025-08-22,2025-07-25,28,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
126,44001820,2025-08-22,2025-07-10,43,,MATCHED_STRONG,False,OK,,61924000000.0,4485000000.0,6.94,2332000000.0,0.29,0.469,0.072,21280000000.0,3.495,78395000000.0,17440000000.0,DAL,0.030058053462414858
127,79498203,2025-08-22,2025-07-17,36,,MATCHED_STRONG,False,OK,,57987000000.0,3310000000.0,10.11,4159000000.0,0.264,0.641,0.057,32786000000.0,4.77,77163000000.0,13373000000.0,UAL,0.04227554596926386
128,13272,2025-08-25,2025-08-11,14,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
129,13878278,2025-08-25,2025-07-25,31,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
130,79498203,2025-08-25,2025-07-17,39,,MATCHED_STRONG,False,OK,,57987000000.0,3310000000.0,10.11,4159000000.0,0.264,0.641,0.057,32786000000.0,4.77,77163000000.0,13373000000.0,UAL,0.04227554596926386
131,11520,2025-08-26,2025-07-29,28,,MATCHED_NAME_VERIFIED,False,OK,,17183000000.0,3603000000.0,13.44,3587000000.0,0.454,0.488,0.21,19737000000.0,3.183,38542000000.0,9169000000.0,RCL,0.12088346204064848
132,13272,2025-08-26,2025-08-11,15,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
133,47965865,2025-08-26,2025-08-01,25,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
134,11520,2025-08-27,2025-07-29,29,,MATCHED_NAME_VERIFIED,False,OK,,17183000000.0,3603000000.0,13.44,3587000000.0,0.454,0.488,0.21,19737000000.0,3.183,38542000000.0,9169000000.0,RCL,0.12088346204064848
135,13272,2025-08-27,2025-08-11,16,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
136,47965865,2025-08-27,2025-08-01,26,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
137,11520,2025-08-28,2025-07-29,30,,MATCHED_NAME_VERIFIED,False,OK,,17183000000.0,3603000000.0,13.44,3587000000.0,0.454,0.488,0.21,19737000000.0,3.183,38542000000.0,9169000000.0,RCL,0.12088346204064848
138,13272,2025-08-28,2025-08-11,17,,MATCHED_STRONG,False,OK,,422818000000.0,21296000000.0,23.25,25271000000.0,0.226,0.208,0.05,79193000000.0,2.151,308573000000.0,94724000000.0,UNH,0.09697773188494163
139,16454492,2025-08-28,2025-08-07,21,,MATCHED_STRONG,False,OK,,6970314000.0,383884000.0,3.57,742945000.0,-1.174,0.425,0.055,12169551000.0,-31.474,12689027000.0,-441540000.0,WYNN,-0.019403264128644016
140,11520,2025-08-29,2025-07-29,31,,MATCHED_NAME_VERIFIED,False,OK,,17183000000.0,3603000000.0,13.44,3587000000.0,0.454,0.488,0.21,19737000000.0,3.183,38542000000.0,9169000000.0,RCL,0.12088346204064848
141,16454492,2025-08-29,2025-08-07,22,,MATCHED_STRONG,False,OK,,6970314000.0,383884000.0,3.57,742945000.0,-1.174,0.425,0.055,12169551000.0,-31.474,12689027000.0,-441540000.0,WYNN,-0.019403264128644016
142,474515500,2025-08-29,2025-08-07,22,,MATCHED_STRONG,False,OK,,10266000000.0,1081000000.0,3.01,1570000000.0,0.199,0.376,0.105,4551000000.0,1.892,18078000000.0,5905000000.0,APA,0.15400179856115104
143,13497,2025-09-02,2025-07-24,40,,MATCHED_STRONG,False,OK,,123779000000.0,764000000.0,2.44,2382000000.0,0.031,0.025,0.006,10647000000.0,1.349,59433000000.0,24078000000.0,VLO,-0.11628720540884008
144,16454492,2025-09-02,2025-08-07,26,,MATCHED_STRONG,False,OK,,6970314000.0,383884000.0,3.57,742945000.0,-1.174,0.425,0.055,12169551000.0,-31.474,12689027000.0,-441540000.0,WYNN,-0.019403264128644016
145,47965865,2025-09-02,2025-08-01,32,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
146,89495776,2025-09-02,2025-08-05,28,,MATCHED_STRONG,False,OK,,134790000000.0,2135000000.0,6.86,3698000000.0,0.123,0.094,0.016,30035000000.0,3.322,78484000000.0,16624000000.0,MPC,-0.10127417838497388
147,201113895,2025-09-02,2025-08-19,14,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
148,474515500,2025-09-02,2025-08-07,26,,MATCHED_STRONG,False,OK,,10266000000.0,1081000000.0,3.01,1570000000.0,0.199,0.376,0.105,4551000000.0,1.892,18078000000.0,5905000000.0,APA,0.15400179856115104
149,13497,2025-09-03,2025-07-24,41,,MATCHED_STRONG,False,OK,,123779000000.0,764000000.0,2.44,2382000000.0,0.031,0.025,0.006,10647000000.0,1.349,59433000000.0,24078000000.0,VLO,-0.11628720540884008
150,47965865,2025-09-03,2025-08-01,33,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
151,474515500,2025-09-03,2025-08-07,27,,MATCHED_STRONG,False,OK,,10266000000.0,1081000000.0,3.01,1570000000.0,0.199,0.376,0.105,4551000000.0,1.892,18078000000.0,5905000000.0,APA,0.15400179856115104
152,41045553,2025-09-04,2025-09-04,0,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
153,47965865,2025-09-04,2025-08-01,34,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
154,474515500,2025-09-04,2025-08-07,28,,MATCHED_STRONG,False,OK,,10266000000.0,1081000000.0,3.01,1570000000.0,0.199,0.376,0.105,4551000000.0,1.892,18078000000.0,5905000000.0,APA,0.15400179856115104
155,13681,2025-09-05,2025-08-14,22,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
156,41045553,2025-09-05,2025-09-04,1,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
157,47965865,2025-09-05,2025-08-01,35,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
158,201113895,2025-09-05,2025-08-19,17,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
159,313130367,2025-09-05,2025-06-11,86,,MATCHED_STRONG,False,OK,,57046000000.0,12917000000.0,2.75,22697000000.0,0.189,0.661,0.226,67282000000.0,1.366,164630000000.0,69586000000.0,AVGO,0.3385109927497125
160,491932113,2025-09-05,2025-08-01,35,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
161,13681,2025-09-08,2025-08-14,25,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
162,201113895,2025-09-08,2025-08-19,20,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
163,313130367,2025-09-08,2025-06-11,89,,MATCHED_STRONG,False,OK,,57046000000.0,12917000000.0,2.75,22697000000.0,0.189,0.661,0.226,67282000000.0,1.366,164630000000.0,69586000000.0,AVGO,0.3385109927497125
164,491932113,2025-09-08,2025-08-01,38,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
165,9939,2025-09-09,2025-06-26,75,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
166,13681,2025-09-09,2025-08-14,26,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
167,201113895,2025-09-09,2025-08-19,21,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
168,208813719,2025-09-09,2025-07-24,47,,MATCHED_STRONG,False,OK,,371399000000.0,115573000000.0,9.48,66728000000.0,0.343,0.589,0.311,35559000000.0,0.383,502053000000.0,362916000000.0,GOOGL,0.13133445431394764
169,208813720,2025-09-09,2025-07-24,47,,WHITELIST_COMPANY_LEVEL,True,OK,,371399000000.0,115573000000.0,9.48,66728000000.0,0.343,0.589,0.311,35559000000.0,0.383,502053000000.0,362916000000.0,GOOG,0.13133445431394764
170,313130367,2025-09-09,2025-06-11,90,,MATCHED_STRONG,False,OK,,57046000000.0,12917000000.0,2.75,22697000000.0,0.189,0.661,0.226,67282000000.0,1.366,164630000000.0,69586000000.0,AVGO,0.3385109927497125
171,481863646,2025-09-09,2025-08-06,34,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
172,491932113,2025-09-09,2025-08-01,39,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
173,41045553,2025-09-10,2025-09-04,6,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
174,47965865,2025-09-10,2025-08-01,40,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
175,208813719,2025-09-10,2025-07-24,48,,MATCHED_STRONG,False,OK,,371399000000.0,115573000000.0,9.48,66728000000.0,0.343,0.589,0.311,35559000000.0,0.383,502053000000.0,362916000000.0,GOOGL,0.13133445431394764
176,481863646,2025-09-10,2025-08-06,35,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
177,13878278,2025-09-11,2025-07-25,48,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
178,41045553,2025-09-11,2025-09-04,7,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
179,47965865,2025-09-11,2025-08-01,41,,MATCHED_STRONG,False,OK,,15452639000.0,-315380000.0,-1.06,-1737300000.0,-0.016,0.248,-0.02,29633655000.0,2.031,59882397000.0,19736006000.0,SATS,-0.3585584367206207
180,13681,2025-09-12,2025-08-14,29,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
181,201113895,2025-09-12,2025-08-19,24,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
182,41045553,2025-09-15,2025-09-04,11,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
183,76792991,2025-09-15,2025-07-24,53,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
184,9939,2025-09-16,2025-06-26,82,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
185,13681,2025-09-16,2025-08-14,33,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
186,41045553,2025-09-16,2025-09-04,12,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
187,76792991,2025-09-16,2025-07-24,54,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
188,201113895,2025-09-16,2025-08-19,28,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
189,491932113,2025-09-16,2025-08-01,46,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
190,732440574,2025-09-16,2025-08-11,36,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
191,9939,2025-09-17,2025-06-26,83,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
192,41045553,2025-09-17,2025-09-04,13,,MATCHED_STRONG,False,OK,,4541635000.0,140877000.0,0.98,605460000.0,0.05,0.416,0.031,1587239000.0,1.062,5748778000.0,2787301000.0,CIEN,0.12966721637278522
193,201113895,2025-09-17,2025-08-19,29,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
194,491932113,2025-09-17,2025-08-01,47,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
195,732440574,2025-09-17,2025-08-11,37,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
196,9939,2025-09-18,2025-06-26,84,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
197,266093,2025-09-18,2025-08-21,28,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
198,270639,2025-09-18,2025-07-24,56,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
199,76792991,2025-09-18,2025-07-24,56,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
200,201113895,2025-09-18,2025-08-19,30,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
201,370757467,2025-09-18,2025-08-28,21,,MATCHED_STRONG,False,OK,,4341102000.0,-296986000.0,-0.3,1037934000.0,-0.088,0.74,-0.068,810528000.0,1.463,9288859000.0,3756680000.0,CRWD,0.23458040751856313
202,481863646,2025-09-18,2025-08-06,43,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
203,732440574,2025-09-18,2025-08-11,38,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
204,9939,2025-09-19,2025-06-26,85,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
205,270639,2025-09-19,2025-07-24,57,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
206,76792991,2025-09-19,2025-07-24,57,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
207,370757467,2025-09-19,2025-08-28,22,,MATCHED_STRONG,False,OK,,4341102000.0,-296986000.0,-0.3,1037934000.0,-0.088,0.74,-0.068,810528000.0,1.463,9288859000.0,3756680000.0,CRWD,0.23458040751856313
208,481863646,2025-09-19,2025-08-06,44,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
209,504546674,2025-09-19,2025-07-31,50,,MATCHED_STRONG,False,OK,,3567000000.0,1788000000.0,2.03,4500000000.0,0.229,0.948,0.501,0.0,3.376,35324000000.0,8072000000.0,HOOD,0.593833780160858
210,732440574,2025-09-19,2025-08-11,39,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
211,9939,2025-09-22,2025-06-26,88,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
212,13681,2025-09-22,2025-08-14,39,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
213,266093,2025-09-22,2025-08-21,32,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
214,270957,2025-09-22,2025-08-08,45,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,0.2388764775285417
215,402783527,2025-09-22,2025-07-30,54,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
216,491932113,2025-09-22,2025-08-01,52,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
217,732440574,2025-09-22,2025-08-11,42,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
218,9939,2025-09-23,2025-06-26,89,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
219,12729,2025-09-23,2025-08-01,53,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
220,266093,2025-09-23,2025-08-21,33,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
221,270639,2025-09-23,2025-07-24,61,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
222,270957,2025-09-23,2025-08-08,46,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,0.2388764775285417
223,491932113,2025-09-23,2025-08-01,53,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
224,732440574,2025-09-23,2025-08-11,43,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
225,9939,2025-09-24,2025-06-26,90,,MATCHED_STRONG,False,OK,,33813000000.0,6225000000.0,5.59,1881000000.0,0.13,0.371,0.184,16141000000.0,0.545,78397000000.0,50748000000.0,MU,0.5821908193346124
226,13681,2025-09-24,2025-08-14,41,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
227,266093,2025-09-24,2025-08-21,34,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
228,270639,2025-09-24,2025-07-24,62,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
